Saint_ID,Name,Country,Born,Born2,Born Location,Died,Died2,Died Location,Age,Feast,Beatified,Beatified Location,Canonised,Canonised_Location,Bio,Is_Married,Is_Layperson,Is_Martyr,Latitude,Longitude
64019,"Blessed María Dolores de San Francisco Javier, C.C.V",Spain,1895.01.31 ,1895.01.31 ,"Valencia, Spain",1936.08.19,1936.08.19,"El Saler, Valencia, Spain ",41,8.19,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,39.4697065,-0.3763353
64020,"Blessed María de las Nieves de la Santísima Trinidad, C.C.V",Spain,1897.09.17 ,1897.09.17 ,"Ciudad Rodrigo, Salamanca, Spain",1936.08.19,1936.08.19,"El Saler, Valencia, Spain ",38,8.19,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,40.5973921,-6.5335182
64021,"Blessed Ascensión de San José de Calasanz, C.C.V",Spain,1879.05.21 ,1879.05.21 ,"Gandía, Valencia, Spain",1936.09.07,1936.09.07,"Gandía, Valencia, Spain ",57,9.07,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,38.9675925,-0.1803423
64022,"Blessed María de la Purificación de San José, C.C.V",Spain,1871.02.03 ,1871.02.03 ,"Valencia, Spain",1936.09.23,1936.09.23,"Benicalap, Valencia, Spain ",65,9.23,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,39.4697065,-0.3763353
64023,"Blessed María Josefa de Santa Sofía, C.C.V",Spain,1895.04.30 ,1895.04.30 ,"Tarragona, Spain",1936.09.23,1936.09.23,"Benicalap, Valencia, Spain ",41,9.23,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,41.1172364,1.2530982
64024,"Blessed Honorato Andrés, F.S.C.",Spain,1908.04.18 ,1908.04.18 ,"Bañón, Teruel, Spain",1936.10.22,1936.10.22,"Benimaclet, Valencia, Spain ",28,10.23,2001.03.11,,,,"Religious of Brothers of the Christian Schools (Lasalians, De La Salle Brothers). Martyr.",FALSE,FALSE,TRUE,40.8395298,-1.1905521
64025,"Blessed Florencio Martín, F.S.C.",Spain,1913.06.12 ,1913.06.12 ,"Godos, Teruel, Spain",1936.10.22,1936.10.22,"Benimaclet, Valencia, Spain ",23,10.23,2001.03.11,,,,"Religious of Brothers of the Christian Schools (Lasalians, De La Salle Brothers). Martyr.",FALSE,FALSE,TRUE,40.911256,-1.1014271
64026,"Blessed Ambrosio León, F.S.C.",Spain,1914.01.07 ,1914.01.07 ,"Ojos Negros, Teruel, Spain",1936.10.22,1936.10.22,"Benimaclet, Valencia, Spain ",22,10.23,2001.03.11,,,,"Religious of Brothers of the Christian Schools (Lasalians, De La Salle Brothers). Martyr.",FALSE,FALSE,TRUE,40.737139,-1.4987787
64027,Blessed Leonardo Olivera Buera,Spain,1889.03.06 ,1889.03.06 ,"Campo, Huesca, Spain",1936.10.23,1936.10.23,"El Saler, Valencia, Spain ",47,10.23,2001.03.11,,,,Priest of Zaragoza. Martyr.,FALSE,FALSE,TRUE,42.409759,0.3972463
64028,"Blessed Elías Julián, F.S.C.",Spain,1900.11.17 ,1900.11.17 ,"Torrijo del Campo, Teruel, Spain",1936.11.22,1936.11.22,"Picadero de Paterna, Valencia, Spain ",36,11.22,2001.03.11,,,,"Religious of Brothers of the Christian Schools (Lasalians, De La Salle Brothers). Martyr.",FALSE,FALSE,TRUE,40.8245212,-1.3381918
64029,"Blessed Bertrán Francisco, F.S.C.",Spain,1912.10.15 ,1912.10.15 ,"Campos, Teruel, Spain",1936.11.22,1936.11.22,"Picadero de Paterna, Valencia, Spain ",24,11.22,2001.03.11,,,,"Religious of Brothers of the Christian Schools (Lasalians, De La Salle Brothers). Martyr.",FALSE,FALSE,TRUE,40.716732,-0.7254499
64030,"Blessed Niceta de San Prudencia, C.C.V",Spain,1863.10.31 ,1863.10.31 ,"Torrent, Girona, Spain",1936.11.24,1936.11.24,"Picadero de Paterna, Valencia, Spain ",73,11.24,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,41.9515047,3.1267566
64031,"Blessed Paula de Santa Anastasia, C.C.V",Spain,1863.06.28 ,1863.06.28 ,"Villalaín, Burgos, Spain",1936.11.24,1936.11.24,"Picadero de Paterna, Valencia, Spain ",73,11.24,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,42.9101451,-3.5835271
64032,"Blessed Antonia de San Timoteo, C.C.V",Spain,1870.01.17 ,1870.01.17 ,"Vitoria, Álava, Spain",1936.11.24,1936.11.24,"Picadero de Paterna, Valencia, Spain ",66,11.24,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,42.8465088,-2.6724025
64033,"Blessed Daría de Santa Sofía, C.C.V",Spain,1873.09.08 ,1873.09.08 ,"Vitoria, Álava, Spain",1936.11.24,1936.11.24,"Picadero de Paterna, Valencia, Spain ",63,11.24,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,42.8465088,-2.6724025
64034,"Blessed Erundina de Nuestra Señora del Carmen, C.C.V",Spain,1883.07.23 ,1883.07.23 ,"Lagarejos, Zamora, Spain",1936.11.24,1936.11.24,"Picadero de Paterna, Valencia, Spain ",53,11.24,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,42.0535458,-6.447996
64035,"Blessed Consuelo del Santísimo Sacramento, C.C.V",Spain,1884.01.02 ,1884.01.02 ,"Bilbao, Vizcaya, Spain",1936.11.24,1936.11.24,"Picadero de Paterna, Valencia, Spain ",52,11.24,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,42.7662,-6.6278817
64036,"Blessed Concepción de San Ignacio, C.C.V",Spain,1882.02.08 ,1882.02.08 ,"Azpeitia, Guipúzcoa, Spain",1936.11.24,1936.11.24,"Picadero de Paterna, Valencia, Spain ",54,11.24,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,43.1838618,-2.2657422
64037,"Blessed Feliciana de Nuestra Señora del Carmen, C.C.V",Spain,1893.03.08 ,1893.03.08 ,"Múgica, Vizcaya, Spain",1936.11.24,1936.11.24,"Picadero de Paterna, Valencia, Spain ",43,11.24,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,41.3875837,2.175231610353328
64038,"Blessed Concepción de Santa Magdalena, C.C.V",Spain,1895.12.13 ,1895.12.13 ,"Sta. Eulalia, León, Spain",1936.11.24,1936.11.24,"Picadero de Paterna, Valencia, Spain ",40,11.24,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,40.463667,-3.74922
64039,"Blessed Justa de la Inmaculada, C.C.V",Spain,1897.07.13 ,1897.07.13 ,"Ataun, Guipúzcoa, Spain",1936.11.24,1936.11.24,"Picadero de Paterna, Valencia, Spain ",39,11.24,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,42.94188955,-2.235225616
64040,"Blessed Clara de Nuestra Señora de la Esperanza, C.C.V",Spain,1896.08.17 ,1896.08.17 ,"Mondragón, Guipúzcoa, Spain",1936.11.24,1936.11.24,"Picadero de Paterna, Valencia, Spain ",40,11.24,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,43.0663176,-2.4888333
64041,"Blessed Cándida de Nuestra Señora de los Ángeles, C.C.V",Spain,1901.01.05 ,1901.01.05 ,"Ubiarco, Santander, Spain",1936.11.24,1936.11.24,"Picadero de Paterna, Valencia, Spain ",35,11.24,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,43.4618932,-3.8100255
64042,"Blessed María del Niño Jesús, Sch.P.",Spain,1905.02.06 ,1905.02.06 ,"Balaguer, Lleida, Spain",1936.08.08,1936.08.08,"El Saler, Valencia, Spain ",31,8.08,2001.03.11,,,,Religious of Daughters of Mary Escolapias. Martyr.,FALSE,FALSE,TRUE,41.7897204,0.8054914
64043,"Blessed Presentación de la Sagrada Familia, Sch.P.",Spain,1872.09.21 ,1872.09.21 ,"Morella, Castellón, Spain",1936.08.08,1936.08.08,"El Saler, Valencia, Spain ",63,8.08,2001.03.11,,,,Religious of Daughters of Mary Escolapias. Martyr.,FALSE,FALSE,TRUE,40.6188277,-0.0998026
64044,"Blessed María Luisa de Jesús, Sch.P.",Spain,1887.08.25 ,1887.08.25 ,"Bujalance, Córdoba, Spain",1936.08.08,1936.08.08,"El Saler, Valencia, Spain ",48,8.08,2001.03.11,,,,Religious of Daughters of Mary Escolapias. Martyr.,FALSE,FALSE,TRUE,37.8950265,-4.3810054
64045,"Blessed Carmen de San Felipe Neri, Sch.P.",Spain,1869.07.18 ,1869.07.18 ,"Eulz, Navarra, Spain",1936.08.08,1936.08.08,"El Saler, Valencia, Spain ",67,8.08,2001.03.11,,,,Religious of Daughters of Mary Escolapias. Martyr.,FALSE,FALSE,TRUE,42.696164,-2.0752098
64046,"Blessed Clemencia de San Juan Bautista, Sch.P.",Spain,1893.10.08 ,1893.10.08 ,"Igualada, Barcelona, Spain",1936.08.08,1936.08.08,"El Saler, Valencia, Spain ",42,8.08,2001.03.11,,,,Religious of Daughters of Mary Escolapias. Martyr.,FALSE,FALSE,TRUE,41.5790182,1.617346
64047,"Blessed María de Jesús, Sch.P.",Spain,1891.03.25 ,1891.03.25 ,"Cabra, Córdoba, Spain",1936.09.19,1936.09.19,"Madrid, Spain ",45,9.19,2001.03.11,,,,Religious of Daughters of Mary Escolapias. Martyr.,FALSE,FALSE,TRUE,37.4718153,-4.4335616
64048,Blessed María Dolores Aguiar-Mella y Díaz,Spain,1897.03.29 ,1897.03.29 ,Spain,1936.09.19,1936.09.19,"Madrid, Spain ",39,9.19,2001.03.11,,,,Layperson of Madrid y Alcalá de Henares. Martyr.,FALSE,TRUE,TRUE,40.4167279,-3.7032905
64049,Blessed Consuelo Aguiar-Mella y Díaz,Spain,1898.03.29 ,1898.03.29 ,Spain,1936.09.19,1936.09.19,"Madrid, Spain ",38,9.19,2001.03.11,,,,Layperson of Madrid y Alcalá de Henares. Martyr.,FALSE,TRUE,TRUE,40.4167279,-3.7032905
64050,"Blessed María Guadalupe, O.S.M.",Spain,1881.02.23 ,1881.02.23 ,"Albal, Valencia, Spain",1936.10.02,1936.10.02,"Silla, Valencia, Spain ",55,10.02,2001.03.11,,,,Religious of Servite Nuns. Martyr.,FALSE,FALSE,TRUE,39.3956438,-0.4150821
64051,"Blessed Pascual Fortuño Almela, O.F.M.",Spain,1886.03.03 ,1886.03.03 ,"Villareal, Castellón, Spain",1936.09.08,1936.09.08,"Castellón, Spain ",50,9.08,2001.03.11,,,,Priest of Order of Friars Minor (Franciscans). Martyr.,FALSE,FALSE,TRUE,39.9629539,-0.0695368
64052,"Blessed Plácido García Gilabert, O.F.M.",Spain,1895.01.01 ,1895.01.01 ,"Benitachell, Alicante, Spain",1936.09.08,1936.09.08,"Castellón, Spain ",41,8.16,2001.03.11,,,,Priest of Order of Friars Minor (Franciscans). Martyr.,FALSE,FALSE,TRUE,38.7324708,0.1438299
64053,"Blessed Salvador Mollar Ventura, O.F.M.",Spain,1896.03.27 ,1896.03.27 ,"Manises, Valencia, Spain",1936.09.08,1936.09.08,"Castellón, Spain ",40,10.27,2001.03.11,,,,Religious of Order of Friars Minor (Franciscans). Martyr.,FALSE,FALSE,TRUE,39.492989,-0.4621429
64054,"Blessed Alfredo Pellicer Muñoz, O.F.M.",Spain,1914.04.10 ,1914.04.10 ,"Bellreguard, Valencia, Spain",1936.09.08,1936.09.08,"Castellón, Spain ",22,10.04,2001.03.11,,,,Religious of Order of Friars Minor (Franciscans). Martyr.,FALSE,FALSE,TRUE,38.9462948,-0.1615484
64055,"Blessed Tomás Sitjar Fortiá, S.J.",Spain,1866.03.21 ,1866.03.21 ,"Girona, Spain",1936.08.19,1936.08.19,"Gandía, Valencia, Spain ",70,8.19,2001.03.11,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,41.9793006,2.8199439
64056,"Blessed Constantino Carbonell Sempere, S.J.",Spain,1866.04.12 ,1866.04.12 ,"Alcoy, Alicante, Spain",1936.08.23,1936.08.23,"Tavernes de Valldigna, Valencia, Spain ",70,8.23,2001.03.11,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,38.6982348,-0.4747619
64057,"Blessed Ramón Grimaltos Monllor, S.J.",Spain,1861.03.03 ,1861.03.03 ,"Puebla Larga, Valencia, Spain",1936.08.23,1936.08.23,"Tavernes de Valldigna, Valencia, Spain ",75,8.23,2001.03.11,,,,Religious of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,39.1125209,-0.5210028
64058,"Blessed Pedro Gelabert Amer, S.J.",Spain,1887.03.29 ,1887.03.29 ,"Manacor, Mallorca, Spain",1936.08.23,1936.08.23,"Tavernes de Valldigna, Valencia, Spain ",49,8.23,2001.03.11,,,,Religious of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,39.55805,3.2179868
64059,"Blessed José Tarrats Comaposada, S.J.",Spain,1878.08.29 ,1878.08.29 ,"Manresa, Barcelona, Spain",1936.08.28,1936.08.28,"Barcelona, Spain ",57,9.28,2001.03.11,,,,Religious of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,41.7288939,1.8286765
64060,"Blessed Pablo Bori Puig, S.J.",Spain,1864.11.12 ,1864.11.12 ,"Vilet de Maldá, Tarragona, Spain",1936.09.29,1936.09.29,"Benimaclet, Valencia, Spain ",71,9.29,2001.03.11,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,41.1188827,1.2444909
64061,"Blessed Darío Hernández Morató, S.J.",Spain,1880.10.25 ,1880.10.25 ,"Valencia, Spain",1936.09.29,1936.09.29,"Picadero de Paterna, Valencia, Spain ",55,9.29,2001.03.11,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,39.4697065,-0.3763353
64062,"Blessed Vicente Sales Genovés, S.J.",Spain,1881.10.15 ,1881.10.15 ,"Valencia, Spain",1936.09.29,1936.09.29,"Picadero de Paterna, Valencia, Spain ",54,9.29,2001.03.11,,,,Religious of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,39.4697065,-0.3763353
64063,"Blessed Narciso Basté Basté, S.J.",Spain,1866.12.16 ,1866.12.16 ,"Sant Andreu de Palomar, Barcelona, Spain",1936.10.15,1936.10.15,"Picadero de Paterna, Valencia, Spain ",69,10.15,2001.03.11,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,41.4367844,2.1908641
64064,Blessed Luis Campos Górriz,Spain,1905.06.30 ,1905.06.30 ,"Valencia, Spain",1936.11.28,1936.11.28,"Picadero de Paterna, Valencia, Spain ",31,11.28,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,39.4697065,-0.3763353
64065,"Blessed Alfredo Simón Colomina, S.J.",Spain,1877.03.08 ,1877.03.08 ,"Valencia, Spain",1936.11.29,1936.11.29,"Picadero de Paterna, Valencia, Spain ",59,11.29,2001.03.11,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,39.4697065,-0.3763353
64066,"Blessed Juan Bautista Ferreres Boluda, S.J.",Spain,1861.11.28 ,1861.11.28 ,"L’Ollería, Valencia, Spain",1936.12.29,1936.12.29,"Valencia, Spain ",75,12.29,2001.03.11,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,39.6819591,-0.7654406
64067,"Blessed Rosario de Soano, T.C.",Spain,1866.05.13 ,1866.05.13 ,"Soano, Santander, Spain",1936.08.22,1936.08.22,"La Vall d’Uixó, Castellón, Spain ",70,8.23,2001.03.11,,,,Religious of Capuchin Tertiary Sisters of the Holy Family. Martyr.,FALSE,FALSE,TRUE,43.4618932,-3.8100255
64068,"Blessed Serafina de Ochovi, T.C.",Spain,1872.08.06 ,1872.08.06 ,"Ochovi, Navarra, Spain",1936.08.22,1936.08.22,"La Vall d’Uixó, Castellón, Spain ",64,8.23,2001.03.11,,,,Religious of Capuchin Tertiary Sisters of the Holy Family. Martyr.,FALSE,FALSE,TRUE,42.8807766,-1.7818614
64069,"Blessed Francisca Javier de Rafelbuñol, T.C.",Spain,1901.05.24 ,1901.05.24 ,"Rafelbunyol, Valencia, Spain",1936.08.28,1936.08.28,"Gilet, Valencia, Spain ",35,9.27,2001.03.11,,,,Religious of Capuchin Tertiary Sisters of the Holy Family. Martyr.,FALSE,FALSE,TRUE,39.5884632,-0.3325421
64070,"Blessed Bienvenido María de Dos Hermanas, T.C.",Spain,1887.06.17 ,1887.06.17 ,"Dos Hermanas, Sevilla, Spain",1936.08.01,1936.08.01,"Madrid, Spain ",49,8.01,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,37.283689,-5.9226718
64071,"Blessed Francisco Tomás Serer, T.C.",Spain,1911.10.10 ,1911.10.10 ,"Alcalalí, Alicante, Spain",1936.08.02,1936.08.02,"Madrid, Spain ",24,8.02,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,38.7496486,-0.0414327
64072,"Blessed Domingo María de Alboraya, T.C.",Spain,1872.08.18 ,1872.08.18 ,"Alboraya, Valencia, Spain",1936.08.15,1936.08.15,"Madrid, Spain ",63,8.15,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,39.5009954,-0.34948
64073,"Blessed Gabriel María de Benifayó, T.C.",Spain,1858.10.08 ,1858.10.08 ,"Benifaió, Valencia, Spain",1936.08.16,1936.08.16,"Benifaió, Valencia, Spain ",77,8.16,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,39.2854089,-0.426264
64074,"Blessed Florentin Pérez Romero, T.C.",Spain,1902.03.14 ,1902.03.14 ,"Valdecuenca, Teruel, Spain",1936.08.23,1936.08.23,"La Pobla de Vallbona, Valencia, Spain ",34,8.23,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,40.2978409,-1.4081938
64075,"Blessed Urbano Gil Sáez, T.C.",Spain,1901.03.09 ,1901.03.09 ,"Bronchales, Teruel, Spain",1936.08.23,1936.08.23,"La Pobla de Vallbona, Valencia, Spain ",35,8.23,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,40.5089282,-1.5886007
64076,"Blessed Vicente Cabanes Badenas, T.C.",Spain,1908.02.25 ,1908.02.25 ,"Torrent, Valencia, Spain",1936.08.30,1936.08.30,"Bilbao, Vizcaya, Spain ",28,8.3,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,39.436668,-0.4656213
64077,"Blessed Laureano María de Burriana, T.C.",Spain,1884.08.13 ,1884.08.13 ,"Burriana, Castellón, Spain",1936.09.16,1936.09.16,"Madrid, Spain ",52,9.16,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,39.8876912,-0.0846321
64078,"Blessed Benito María de Burriana, T.C.",Spain,1872.11.26 ,1872.11.26 ,"Burriana, Castellón, Spain",1936.09.16,1936.09.16,"Turís, Valencia, Spain ",63,9.16,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,39.8876912,-0.0846321
64079,"Blessed Bernardino María de Andújar, T.C.",Spain,1879.01.28 ,1879.01.28 ,"Andujár, Jaén, Spain",1936.09.16,1936.09.16,"Turís, Valencia, Spain ",57,9.16,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,38.0392362,-4.0505603
64080,"Blessed Timoteo Valero Pérez, T.C.",Spain,1901.01.24 ,1901.01.24 ,"Terriente, Teruel, Spain",1936.09.17,1936.09.17,"Vicálvaro, Madrid, Spain ",35,9.17,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,40.2973356,-1.5044307
64081,"Blessed Ambrosio María de Torrent, T.C.",Spain,1866.04.16 ,1866.04.16 ,"Torrent, Valencia, Spain",1936.09.18,1936.09.18,"Torrent, Valencia, Spain ",70,9.18,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,39.436668,-0.4656213
64082,"Blessed Valentín María de Torrente, T.C.",Spain,1896.03.06 ,1896.03.06 ,"Torrent, Valencia, Spain",1936.09.18,1936.09.18,"Torrent, Valencia, Spain ",40,9.18,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,39.436668,-0.4656213
64083,"Blessed Recaredo María de Torrente, T.C.",Spain,1874.08.22 ,1874.08.22 ,"Torrent, Valencia, Spain",1936.09.18,1936.09.18,"Torrent, Valencia, Spain ",62,9.18,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,39.436668,-0.4656213
64084,"Blessed Modesto María de Torrent, T.C.",Spain,1885.01.19 ,1885.01.19 ,"Torrent, Valencia, Spain",1936.09.18,1936.09.18,"Torrent, Valencia, Spain ",51,9.18,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,39.436668,-0.4656213
64085,"Blessed Francisco María de Torrente, T.C.",Spain,1886.11.12 ,1886.11.12 ,"Torrent, Valencia, Spain",1936.09.18,1936.09.18,"Torrent, Valencia, Spain ",49,9.18,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,39.436668,-0.4656213
64086,"Blessed León María de Alacuás, T.C.",Spain,1875.04.23 ,1875.04.23 ,"Alaquàs, Valencia, Spain",1936.09.26,1936.09.26,"Madrid, Spain ",61,9.26,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,39.4572928,-0.46098
64087,"Blessed Crescencio García Pobo, T.C.",Spain,1903.04.15 ,1903.04.15 ,"Celadas, Teruel, Spain",1936.10.03,1936.10.03,"Paracuellos de Jarama, Madrid, Spain ",33,10.03,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,40.4739735,-1.1498174
64088,"Blessed José Llosá Balaguer, T.C.",Spain,1901.08.23 ,1901.08.23 ,"Benaguasil, Valencia, Spain",1936.10.07,1936.10.07,"Benisanó, Valencia, Spain ",35,10.07,2001.03.11,,,,Priest of Capuchin Tertiary Religious of Our Lady of Sorrows (Amigonian Friars). Martyr.,FALSE,FALSE,TRUE,39.5942907,-0.588849
64089,Blessed Carmen García Moyón,Spain,1888.09.13 ,1888.09.13 ,Spain,1937.01.30,1937.01.30,"Torrent, Valencia, Spain ",48,1.3,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,39.4322368,-0.472373
64090,"Blessed María Patrocinio de San Juan, R.M.I.",Spain,1874.01.04 ,1874.01.04 ,"Tortosa, Tarragona, Spain",1936.11.13,1936.11.13,"Portichol de Tavernes de la Valldigna, Valencia, Spain ",62,11.13,2001.03.11,,,,Religious of Religious of Mary Immaculate (Claretian Missionary Sisters). Martyr.,FALSE,FALSE,TRUE,40.8110158,0.5209333
64091,"Blessed Josefa de San Juan de Dios, H.A.D.",Spain,1854.07.09 ,1854.07.09 ,"Berja, Almería, Spain",1936.09.08,1936.09.08,"Buñol, Valencia, Spain ",82,9.08,2001.03.11,,,,Religious of Little Sisters of the Abandoned Elderly. Martyr.,FALSE,FALSE,TRUE,36.8428832,-2.945818
64092,"Blessed Dolores de Santa Eulalia, H.A.D.",Spain,1857.06.12 ,1857.06.12 ,"Berga, Barcelona, Spain",1936.09.08,1936.09.08,"Buñol, Valencia, Spain ",79,9.08,2001.03.11,,,,Religious of Little Sisters of the Abandoned Elderly. Martyr.,FALSE,FALSE,TRUE,42.1011456,1.8454758
64093,Blessed Josep Tápies Sirvant,Spain,1869.03.15 ,1869.03.15 ,"Ponts, Noguera, Lleida, Spain",1936.08.13,1936.08.13,"Salàs de Pallars, Pallars Jussà, Lleida, Spain ",67,,2005.10.29,,,,Priest of Urgell. Martyr.,FALSE,FALSE,TRUE,41.9160096,1.1882504
64094,Blessed Pascual Araguás Guardia,Spain,1899.05.17 ,1899.05.17 ,"Pont de Claverol, Pallars Jussà, Lleida, Spain",1936.08.13,1936.08.13,"Salàs de Pallars, Pallars Jussà, Lleida, Spain ",37,,2005.10.29,,,,Priest of Urgell. Martyr.,FALSE,FALSE,TRUE,42.2447632,0.9864697
64095,Blessed Pere Martret Moles,Spain,1901.07.05 ,1901.07.05 ,"La Seu d’Urgell, Alt Urgell, Lleida, Spain",1936.08.13,1936.08.13,"Salàs de Pallars, Pallars Jussà, Lleida, Spain ",35,,2005.10.29,,,,Priest of Urgell. Martyr.,FALSE,FALSE,TRUE,42.3575723,1.4560067
64096,Blessed Silvestre Arnau Pasqüet,Spain,1911.05.30 ,1911.05.30 ,"Gòsol, Berguedà, Barcelona, Spain",1936.08.13,1936.08.13,"Salàs de Pallars, Pallars Jussà, Lleida, Spain ",25,,2005.10.29,,,,Priest of Urgell. Martyr.,FALSE,FALSE,TRUE,42.2867324,1.7112813
64097,Blessed Josep Boher Foix,Spain,1887.11.02 ,1887.11.02 ,"Sant Salvador de Toló, Pallars Jussà, Lleida, Spain",1936.08.13,1936.08.13,"Salàs de Pallars, Pallars Jussà, Lleida, Spain ",48,,2005.10.29,,,,Priest of Urgell. Martyr.,FALSE,FALSE,TRUE,42.0812838,1.0320715
